model,persona,opponent,seed,round,action,a_star,normative_defection,mismatch,cot_length,decision_layer,n_layers
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,12,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,13,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,14,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,15,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,16,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,17,D,D,False,False,62,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,18,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,19,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,3,20,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,1,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,2,D,D,False,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,3,C,D,True,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,4,D,D,False,False,65,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,5,C,D,True,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,6,C,D,True,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,7,C,D,True,False,62,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,8,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,9,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,10,C,D,True,False,31,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,11,C,D,True,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,12,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,13,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,14,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,15,D,D,False,False,73,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,16,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,17,C,D,True,False,41,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,18,D,D,False,False,36,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,19,D,D,False,False,32,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,3,20,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,1,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,2,D,D,False,False,76,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,3,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,4,C,D,True,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,5,D,D,False,False,31,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,6,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,7,C,D,True,False,52,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,8,D,D,False,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,9,C,D,True,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,10,D,D,False,False,45,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,11,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,12,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,13,D,D,False,False,29,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,14,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,15,D,D,False,False,60,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,16,D,D,False,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,17,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,18,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,19,D,D,False,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,3,20,C,D,True,True,52,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,1,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,2,D,D,False,False,76,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,3,D,D,False,True,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,4,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,5,C,D,True,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,6,C,D,True,False,31,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,7,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,8,D,D,False,False,93,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,9,C,D,True,False,57,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,10,C,D,True,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,11,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,12,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,13,D,D,False,False,56,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,14,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,15,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,16,C,D,True,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,17,D,D,False,False,68,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,18,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,19,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,3,20,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,1,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,2,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,3,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,4,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,5,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,6,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,7,D,D,False,False,29,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,8,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,9,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,10,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,11,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,12,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,13,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,14,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,15,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,16,D,D,False,False,35,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,17,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,18,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,19,D,D,False,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,4,20,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,1,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,2,D,D,False,True,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,3,C,D,True,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,4,D,D,False,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,5,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,6,C,D,True,False,43,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,7,D,D,False,False,34,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,8,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,9,D,D,False,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,10,C,D,True,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,11,C,D,True,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,12,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,13,D,D,False,False,64,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,14,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,15,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,16,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,17,C,D,True,False,43,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,18,D,D,False,False,62,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,19,C,D,True,False,69,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,4,20,D,D,False,False,62,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,1,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,2,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,3,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,4,C,D,True,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,5,D,D,False,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,6,C,D,True,False,69,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,7,D,D,False,False,85,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,8,D,D,False,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,9,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,10,D,D,False,False,45,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,11,D,D,False,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,12,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,13,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,14,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,15,D,D,False,False,34,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,16,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,17,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,18,C,D,True,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,19,D,D,False,False,64,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,4,20,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,1,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,2,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,3,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,4,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,5,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,6,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,7,C,D,True,True,65,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,8,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,9,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,10,D,D,False,False,68,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,11,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,12,C,D,True,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,13,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,14,C,D,True,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,15,D,D,False,False,57,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,16,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,17,D,D,False,False,27,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,18,C,D,True,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,19,D,D,False,True,92,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,4,20,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,1,D,D,False,False,20,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,2,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,3,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,4,D,D,False,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,5,D,D,False,False,32,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,6,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,7,D,D,False,False,45,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,8,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,9,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,10,C,D,True,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,11,D,D,False,False,23,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,12,D,D,False,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,13,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,14,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,15,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,16,D,D,False,False,52,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,17,D,D,False,False,23,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,18,D,D,False,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,19,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,5,20,D,D,False,False,35,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,1,D,D,False,False,20,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,2,C,D,True,False,79,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,3,D,D,False,False,59,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,4,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,5,D,D,False,False,56,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,6,D,D,False,False,44,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,7,C,D,True,False,46,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,8,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,9,D,D,False,False,49,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,10,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,11,C,D,True,False,55,31,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,12,D,D,False,False,63,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,13,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,14,C,D,True,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,15,C,D,True,False,60,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,16,D,D,False,False,67,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,17,C,D,True,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,18,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,19,D,D,False,False,58,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,5,20,C,D,True,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,1,D,D,False,False,20,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,2,C,D,True,False,79,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,3,D,D,False,False,59,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,4,D,D,False,False,65,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,5,D,D,False,False,52,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,6,C,D,True,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,7,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,8,D,D,False,False,95,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,9,D,D,False,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,10,D,D,False,False,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,11,C,D,True,False,28,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,12,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,13,D,D,False,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,14,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,15,D,D,False,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,16,C,D,True,False,63,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,17,D,D,False,False,61,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,18,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,19,D,D,False,False,52,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,Random,5,20,D,D,False,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,1,D,D,False,False,20,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,2,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,3,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,4,D,D,False,True,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,5,C,D,True,False,49,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,6,C,D,True,False,56,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,7,C,D,True,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,8,C,D,True,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,9,D,D,False,True,54,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,10,D,D,False,False,50,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,11,C,D,True,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,12,D,D,False,False,88,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,13,D,D,False,False,60,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,14,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,15,C,D,True,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,16,D,D,False,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,17,D,D,False,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,18,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,19,D,D,False,False,67,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,TFT,5,20,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,1,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,2,D,D,False,False,61,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,3,D,D,False,False,46,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,4,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,5,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,6,D,D,False,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,7,D,D,False,False,24,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,8,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,9,D,D,False,False,24,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,10,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,11,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,12,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,13,D,D,False,False,41,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,14,D,D,False,False,63,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,15,D,D,False,False,31,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,16,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,17,D,D,False,False,39,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,18,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,19,D,D,False,False,37,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllC,6,20,D,D,False,False,44,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,1,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,2,D,D,False,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,3,D,D,False,False,33,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,4,C,D,True,False,61,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,5,C,D,True,False,32,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,6,D,D,False,False,42,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,7,D,D,False,False,40,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,8,C,D,True,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,9,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,10,D,D,False,False,63,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,11,D,D,False,False,48,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,12,C,D,True,False,38,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,13,D,D,False,False,43,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,14,D,D,False,False,55,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,15,D,D,False,False,65,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,16,C,D,True,False,51,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,17,D,D,False,False,53,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,18,D,D,False,False,45,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,19,D,D,False,False,47,32,33
meta-llama/Meta-Llama-3.1-8B-Instruct,selfish,AllD,6,20,D,D,False,False,61,32,33
